formid,7  Crop(s) planted | None,7  Crop(s) planted | Groundnut,7  Crop(s) planted | Maize,7  Crop(s) planted | Rice,7  Crop(s) planted | Sorghum,7  Crop(s) planted | extra,8  Farm-related problem reported by the farmer | None,8  Farm-related problem reported by the farmer | Disease_outbreak_(Specify),8  Farm-related problem reported by the farmer | Pest_Attack_(Specify),8  Farm-related problem reported by the farmer | Soil_degradation,8  Farm-related problem reported by the farmer | Water_Scarcity,8  Farm-related problem reported by the farmer | Weed_Infestation,8  Farm-related problem reported by the farmer | Others,8  Farm-related problem reported by the farmer | extra,Cooperative_Unique_ID,received_on,6  Ongoing farm activity at the time of visit | None,6  Ongoing farm activity at the time of visit | Site_Selection,6  Ongoing farm activity at the time of visit | Land_Measurement,6  Ongoing farm activity at the time of visit | Land_Clearing,6  Ongoing farm activity at the time of visit | First_herbicide_application,6  Ongoing farm activity at the time of visit | Ploughing_Harrowing_Tilling,6  Ongoing farm activity at the time of visit | Preparation_of_Nursery_,6  Ongoing farm activity at the time of visit | Planting,6  Ongoing farm activity at the time of visit | Transplanting,6  Ongoing farm activity at the time of visit | Gap_control_(Replacement_of_un-germinated_plants),6  Ongoing farm activity at the time of visit | Mulching,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_1,6  Ongoing farm activity at the time of visit | NPK_Application,6  Ongoing farm activity at the time of visit | Application_of_Aflasafe,6  Ongoing farm activity at the time of visit | Application_of_Pesticide,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_2,6  Ongoing farm activity at the time of visit | Urea_Application,6  Ongoing farm activity at the time of visit | SSP_Application,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_3,6  Ongoing farm activity at the time of visit | Harvesting,6  Ongoing farm activity at the time of visit | Drying_(To_eradicate_moisture),6  Ongoing farm activity at the time of visit | Winnowing,6  Ongoing farm activity at the time of visit | Bagging,6  Ongoing farm activity at the time of visit | Storage,6  Ongoing farm activity at the time of visit | extra
7c61c82f-88cf-4639-890c-76159197a399,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,1,,,,,,,,,,,,,,,,,,,,
f22b0dc2-44f1-4bed-bf3b-415a02cec43d,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,1,,,,,,,,,,,,,,,,,,,
ebfeab04-2a64-448e-a111-931bfd272c28,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,1,,,,,,,,,,,,,,,,,,,
8440a008-1f91-402e-b1af-b90165abf19c,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,1,,,,,,,,,,,,,,,,,,,
e417227e-25aa-428c-999f-e37619d829e6,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,1,,,,,,,,,,,,,,,,
1b19ce2f-60bf-40f6-af5b-99a68d97082f,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,,1,,,,,,,,,,,,,,,
821b000e-7e1d-476e-ad68-6838eac7ef86,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,,,1,,,,,,,,,,,,,,
8e3cfcdd-d7c9-4c8c-af32-75481a6d4b8e,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,,,,1,,,,,,,,,,,,,
1b7e2a93-181b-4624-bcb1-ebe8d782ce5a,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,,,,,1,,,,,,,,,,,,
4a5cbbf0-8aeb-46a9-83bb-5dc96bf3b7b4,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,,,,,,1,,,,,,,,,,,
a32f5606-cc8d-4477-acfc-9b1d65f81a50,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,,,,,,,1,,,,,,,,,,
db3d8a54-40a3-41f3-b973-e07fb6ec7223,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,,,,,,,,1,,,,,,,,,
276a03d1-f784-4734-9e74-1aff40fe0009,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,,,,,,,,,1,,,,,,,,
8495c1fc-2d33-4b1a-93e9-9d683529d55d,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,,,,,,,,,,,1,,,,,,
cf391268-1f44-4db7-8b9b-15de0ea411d3,,,,1,,,1,,,,,,,,BauT78I08,22/10/2025 11:18,,,,,,,,,,,,,,,,,,,,1,,,,,
1588e002-0a14-4d3c-a8ff-798873310cf5,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:18,,,,,1,,,,,,,,,,,,,,,,,,,,
c2feabd4-2995-4adf-a89e-079afd995a5d,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:18,,,,,,1,,,,,,,,,,,,,,,,,,,
869df1fd-65ea-405e-949a-d4942fdb0fe5,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:18,,,,,,1,,,,,,,,,,,,,,,,,,,
e18889e0-9d5c-4ef5-be14-95d96ddea7ad,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:18,,,,,,,,,1,,,,,,,,,,,,,,,,
af314330-d5f9-4d3f-a836-6793bdcaaead,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:18,,,,,,,,,,1,,,,,,,,,,,,,,,
f69101f5-3fd1-4368-90e6-f24391cc2e13,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:18,,,,,,,,,,,1,,,,,,,,,,,,,,
674fe883-b78e-4f2c-bc3e-c55434029540,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:18,,,,,,,,,,,,1,,,,,,,,,,,,,
b73b9365-b635-4358-a7ad-efedfcd5fb5e,,,,1,,,1,,,,,,,,JahMYOJ33,22/10/2025 11:18,,,,,,,,,,,,,,,1,,,,,,,,,,
3cae5516-99ad-43e5-901a-bcb4cd635ebf,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:18,,,,,,,,,,,,,1,,,,,,,,,,,,
99a5765e-a80b-4e26-9f08-92fda25ec66d,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:18,,,,,,,,,,,,,,1,,,,,,,,,,,
a171b087-0ad0-4f81-9456-2fa7e0c2edd6,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:18,,,,,,,,,,,,,,,1,,,,,,,,,,
346827e3-7b92-4e58-bd22-836a0658b1e3,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:19,,,,,,,,,,,,,,,,1,,,,,,,,,
1eda8bfb-642e-49e4-a442-f8dcc392062f,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:19,,,,,,,,,,,,,,,,,1,,,,,,,,
7b836d06-78a8-49d0-b6e5-82f2a5c5c465,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:19,,,,,,,,,,,,,,,,,,,1,,,,,,
22d2f2a5-ce0c-41ec-ab02-d144103ab640,,,,1,,,1,,,,,,,,BauTFJW53,22/10/2025 11:19,,,,,,,,,,,,,,,,,,,,1,,,,,
112ad093-ee99-49a6-9b66-35c4fd3cf244,,,,1,,,1,,,,,,,,JahMYOJ33,22/10/2025 11:19,,,,,,,,,,,,,,,,1,,,,,,,,,
ae0122bb-06cf-4fd3-a8e6-a94668eef33d,,,1,,,,1,,,,,,,,BebDJVJ47,22/10/2025 11:20,,,,,,,,,,,,,,,,1,,,,,,,,,
b4de97f9-367e-4401-aced-c957aa291d99,,,,1,,,1,,,,,,,,JahMYOJ33,22/10/2025 11:21,,,,,,,,,,,,,,,,,1,,,,,,,,
d7c4a6ee-b990-4c03-8e6d-52d92182d169,,,,1,,,1,,,,,,,,JahMYOJ33,22/10/2025 11:22,,,,,,,,,,,,,,,,,,,1,,,,,,
c5441eb2-b9ea-4025-aab8-8e086bb60de5,,,1,,,,1,,,,,,,,BebDJVJ47,22/10/2025 11:23,,,,,,,,,,,,,,,,,,,1,,,,,,
5296a98d-916a-40ce-ada9-bea05828a91c,,,,1,,,1,,,,,,,,JahMYOJ33,22/10/2025 11:23,,,,,,,,,,,,,,,,,,,,1,,,,,
de774341-ae14-48f3-a603-27c1c2c2b672,,,,1,,,1,,,,,,,,JahMYOJ33,22/10/2025 11:24,,,,,,,,,,,,,,,,,,,,,1,,,,
be374e07-2a4c-4016-b30b-5f3d45a4c4d2,,,,1,,,1,,,,,,,,JahMYOJ33,22/10/2025 11:25,,,,,,,,,,,,,,,,,,,,,,1,,,
c217703a-76d0-4f6c-8d13-2a3ed6a7dc98,,,1,,,,1,,,,,,,,BebDJVJ47,22/10/2025 11:25,1,,,,,,,,,,,,,,,,,,,,,,,,
a4096d74-a2c6-428c-b7b6-2916508a232a,,,,1,,,1,,,,,,,,JahMYOJ33,22/10/2025 11:25,,,,,,,,,,,,,,,,,,,,,,,1,,
8b350721-a1b0-4ecd-9acf-e5fa31171c33,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:27,,,,,,,,,,1,,,,,,,,,,,,,,,
c7fad5f2-692d-4868-aac0-65da315cce09,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:28,,,,,,,,,,,1,,,,,,,,,,,,,,
e0b0d959-902e-4a5a-9d56-25edb4089542,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:28,,,,,,,,,,,,1,,,,,,,,,,,,,
196dba12-8010-47a0-8d9f-e74c0469bfce,,,1,,,,1,,,,,,,,BebDJVJ47,22/10/2025 11:29,,,,,,,,,,,,,,,,,,,,1,,,,,
b74a36e1-aaff-484c-b24b-94da956c88da,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:29,,,,,,,,,,,,,1,,,,,,,,,,,,
e6d0423d-52da-4e8b-bf7b-a13a7b486c33,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:30,,,,,,,,,,,,,1,,,,,,,,,,,,
9b839628-4609-4476-af68-a8726779a43d,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,1,,,,,,,,,
f77d3f6e-293b-4c7e-8dab-e8b250b5c5a8,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,1,,,,,,,,,,,,,
09b57947-931d-452b-a3f6-cb4b3168d93b,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,1,,,,,,,,,,,,
36271448-b2ed-49b0-a095-f56603e12e73,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,1,,,,,,,,,,
794a5471-3890-4337-966b-0b2d7a6704b8,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,1,,,,,,,,,
b68ec446-3dde-44e7-8fbd-70be93cb8734,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,,1,,,,,,,,
6b43e531-0296-4322-ba32-42f91b5898fb,,,1,,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,,,,1,,,,,,
669d5787-c157-497d-b42d-b1410c9d45a6,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,,,,,1,,,,,
92725371-9d63-4275-ad47-eee7b42da557,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,,,,,,1,,,,
0c96224b-4653-4849-b680-83d397d70de9,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,,,,,,,1,,,
a6a5a4a9-d67c-4a27-b1c9-02e9dab9101a,,,1,,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,1,,,,,,,,,,,,,,,
de4e962f-d6cd-4bb8-8540-12eed612d860,,,1,,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,1,,,,,,,,,,,,,,
017c98ff-da7b-48b1-a1da-8596801b7b70,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,1,,,,,,,,,,,,,
4ed629ab-aaf2-41b4-a9f4-65ef2f184ae0,,,,1,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,1,,,,,,,,,,,,
7654f10c-5c92-4946-b7c5-2c1ce99b3cc6,,,1,,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,1,,,,,,,,,,
75df4331-baa9-4476-9e96-82c2cf72972e,,,1,,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,,,,1,,,,,,
d31f5eb9-1788-4f86-9638-37148f14abb0,,,1,,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,,,,,1,,,,,
cf535766-640c-458f-9167-5433d9aa813e,,,1,,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,,,,,,1,,,,
6160d89c-11e4-47e9-9d2f-22d8427e031b,,,1,,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,,,,,,,1,,,
cdb7ae54-a296-4a7d-99f1-68b35c97f258,,,1,,,,1,,,,,,,,KurF6SO12,22/10/2025 11:31,,,,,,,,,,,,,,,,,,,,,,,1,,
c8352cc0-f98a-4a5d-b814-90101c157470,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:32,,,,,,,,,,,,,,,1,,,,,,,,,,
1fc28cf7-d96c-4703-b2c5-c191fd5f754b,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:33,,,,,,,,,,,,,,,,1,,,,,,,,,
be474edf-39ad-46d4-93ab-c1e83ef6dee5,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:34,,,,,,,,,,1,,,,,,,,,,,,,,,
c0bb2787-6576-4d36-8e8b-da0c93b152e5,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:34,,,,,,,,,,,,1,,,,,,,,,,,,,
b34d7c71-3162-497a-98ff-61dda7d2e9c3,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:34,,,,,,,,,,,,,1,,,,,,,,,,,,
fb8a5228-2ee4-43ef-a2e0-537cd4cca05d,,,1,,,,1,,,,,,,,BebGGIX50,22/10/2025 11:34,,,,,,,,,,1,,,,,,,,,,,,,,,
1b1b2401-81e0-4576-a2a2-6b008c9cf35c,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:34,,,,,,,,,,,,,,,,,,,1,,,,,,
690cccdb-ad25-4419-9487-4a0846a50f45,,,1,,,,1,,,,,,,,BebGGIX50,22/10/2025 11:36,,,,,1,,,,,,,,,,,,,,,,,,,,
85a23674-1ab1-46ba-a82c-ea94d088b0a1,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:36,,,,,,,,,,,,,,,,,,,,1,,,,,
a43ca997-98a2-4487-a954-e4a5c76fab22,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:37,,,,,,,,,,,,,,,,,,,,,1,,,,
034b1587-3edd-4754-8747-780f47607154,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:38,,,,,,,,,,,,,,1,,,,,,,,,,,
5cfab842-5844-47dd-9556-ac78db2650f2,,,1,,,,1,,,,,,,,BebGGIX50,22/10/2025 11:38,,,,,,,,,,,,,1,,,,,,,,,,,,
99c5b6bc-d2c7-4690-bbb1-ec676d2f77e2,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:38,,,,,,,,,,,,,,,,,,,,,,1,,,
bc45f7af-87d5-4a08-95d0-eed2b4149cc9,,,,1,,,1,,,,,,,,Jah4ST407,22/10/2025 11:39,,,,,,,,,,1,,,,,,,,,,,,,,,
ec247b7d-93f5-4c12-a3e9-1728d0b632b1,,,,1,,,1,,,,,,,,JahLNFA44,22/10/2025 11:39,,,,,,,,,,,,,,,,,,,,,,,1,,
1ebbd6e2-2592-4b7e-bb47-a5b87f3643b7,,,,1,,,1,,,,,,,,Jah4ST407,22/10/2025 11:39,,,,,,,,,,1,,,,,,,,,,,,,,,
03446719-ebfc-46f8-a178-7be3f7f86827,,,,1,,,1,,,,,,,,Jah4ST407,22/10/2025 11:39,,,,,,,,,,1,,,,,,,,,,,,,,,
6d080d8a-ab62-4f67-ad3c-3dc215670a8c,,,,1,,,1,,,,,,,,Jah4ST407,22/10/2025 11:39,,,,,,,,,,1,,,,,,,,,,,,,,,
feb8530a-a94d-4d7d-b1b6-970c96581d09,,,,1,,,1,,,,,,,,Jah4ST407,22/10/2025 11:39,,,,,,,,,,1,,,,,,,,,,,,,,,
b3077cf5-e881-4010-bb5f-4535945bb142,,,,1,,,1,,,,,,,,Jah4ST407,22/10/2025 11:39,,,,,,,,,,1,,,,,,,,,,,,,,,
477d6f86-4ca5-4542-bddb-40e571db4bb2,,,,1,,,1,,,,,,,,Jah4ST407,22/10/2025 11:39,,,,,,,,,,1,,,,,,,,,,,,,,,
0b67e172-02f5-44bc-8806-ea8a1ce5b438,,,,1,,,1,,,,,,,,Jah4ST407,22/10/2025 11:39,,,,,,,,,,1,,,,,,,,,,,,,,,
b8da8727-2abf-47e9-8a46-b502d4973d69,,,,1,,,1,,,,,,,,Jah4ST407,22/10/2025 11:39,,,,,,,,,,1,,,,,,,,,,,,,,,
ee3493af-b530-4bf3-89b9-78ecab090113,,,,1,,,1,,,,,,,,Jah4ST407,22/10/2025 11:40,,,,,,,,,,1,,,,,,,,,,,,,,,
1266f714-d222-4bdc-a39f-c0b407ea4909,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,1,,,,,,,,,,,,,,,
35faea77-944c-41a0-83e5-7a1b4125a6f0,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,1,,,,,,,,,,,,,,
dc238e88-3520-433e-bd05-63b2814bc771,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,,1,,,,,,,,,,,,,
3e8f3f37-a977-4395-8e8f-40a5b9afee7f,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,,1,,,,,,,,,,,,,
2f65cfb0-f3ed-42c4-bdc5-6ccb9c75303e,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,,,1,,,,,,,,,,,,
2a563df3-86dd-43d4-932e-a7c24e0afd80,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,,,,,,1,,,,,,,,,
4a5ac65a-e181-4685-98aa-49bdc69adbec,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,,,,,,,1,,,,,,,,
bfc62f45-ce1f-4474-b5ca-16e82d847ab9,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,,,,,,,,1,,,,,,,
9bad2187-1424-44fe-8dc4-03a975004dfe,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,,,,,,,,,1,,,,,,
1084a447-d1bf-4b9e-b0dc-058c95c41978,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,,,,,,,,,,,1,,,,
06e3917b-73f8-480e-ae4e-8e77f48e9895,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,,,,,,,,,,,,,1,,
eed829f4-c65b-462b-9c8f-e37101472964,,,,1,,,1,,,,,,,,Jah60DY46,22/10/2025 11:40,,,,,,,,,,,,,,,,,,,,,,,,1,
dcfe622f-bff8-4542-b35a-b170b26f2f75,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,1,,,,,,,,,,,,,,,
2ad70130-7297-4fae-824e-2e3ed61352e4,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,1,,,,,,,,,,,,,,
c064f8f9-8e0c-4e45-9094-cc7f6954939e,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,,1,,,,,,,,,,,,,
9b65c418-3f1d-4d18-a912-d3097f6d8a25,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,,1,,,,,,,,,,,,,
4215480f-f36b-40db-bc04-8fcaa78140eb,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,,,1,,,,,,,,,,,,
dd1ebd45-1ef0-4d8b-8cf1-6a87486ef653,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,,,,,,1,,,,,,,,,
4bb340d1-516f-49c6-9aea-699c11125347,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,,,,,,,1,,,,,,,,
bbdd3eb7-af5e-457b-a041-2dc51490b203,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,,,,,,,,1,,,,,,,
245eb77e-260e-4ff7-9c43-37ec24fbdac9,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,,,,,,,,,,,1,,,,
6db8ef3c-7730-4b38-921a-b34a3d617878,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,,,,,,,,,,,,1,,,
88385bf0-dc93-4f36-afe9-cd4e29337301,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,,,,,,,,,,,,,1,,
b3a46f7f-05ba-4f94-8251-78d1893b24af,,,,1,,,1,,,,,,,,JahPX2116,22/10/2025 11:40,,,,,,,,,,,,,,,,,,,,,,,,1,
1f1527b2-496b-4fe3-9e24-e2e2c79d8205,,,,1,,,1,,,,,,,,JahPZV811,22/10/2025 11:40,,,,,,,,,,1,,,,,,,,,,,,,,,
6a19fce6-bc82-4f3a-9412-5e630c555a50,,,,1,,,1,,,,,,,,JahPZV811,22/10/2025 11:40,,,,,,,,,,,1,,,,,,,,,,,,,,
61e99b78-9c7b-4166-8cb3-0f2d0cae4e93,,,,1,,,1,,,,,,,,JahPZV811,22/10/2025 11:40,,,,,,,,,,,,1,,,,,,,,,,,,,
2cfec69a-909b-4d44-80e3-014db48872b5,,,,1,,,1,,,,,,,,JahPZV811,22/10/2025 11:40,,,,,,,,,,,,,1,,,,,,,,,,,,
099100d3-066b-4fc7-a816-45c319c16082,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:41,,,,,,,,,,,,,,,1,,,,,,,,,,
c6ceedfa-60e8-4986-94a2-8c5976b14f90,,,1,,,,1,,,,,,,,BebGGIX50,22/10/2025 11:41,,,,,,,,,,,,,,,,1,,,,,,,,,
e1147d87-4641-4852-a462-14b4328797d7,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:41,,,,,,,,,,1,,,,,,,,,,,,,,,
4bb5cc76-7911-4622-8cc0-698212db2c95,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:42,,,,,,,,,,,1,,,,,,,,,,,,,,
db38a81b-e6c3-4c71-b50d-40a3fa9e591c,,,,1,,,1,,,,,,,,JahPZV811,22/10/2025 11:43,,,,,,,,,,,,,,,,1,,,,,,,,,
fcc4f832-e9e7-453a-88a2-2dfd52dc57d2,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:43,,,,,,,,,,,,,,,,1,,,,,,,,,
8eff5244-f077-4fa6-bdd0-925caf2179f6,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:43,,,,,,,,,,,,1,,,,,,,,,,,,,
ec53012d-06b1-4397-973a-67f2e356cd51,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:44,,,,,,,,,,,,,,,,,1,,,,,,,,
8d6f110c-4991-4896-9ec8-def9918fc481,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:45,,,,,,,,,,,,,1,,,,,,,,,,,,
db16d600-2e2f-4d39-8a25-2400f826ec2c,,,1,,,,1,,,,,,,,BebGGIX50,22/10/2025 11:45,,,,,,,,,,,,,,,,,,,1,,,,,,
ad92954c-c81a-4848-af6f-79dfdd2aa7d9,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:46,,,,,,,,,,,,,,,1,,,,,,,,,,
fadd4f1f-8670-4563-a494-b6f184aff867,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:46,,,,,,,,,,,,,,,,,1,,,,,,,,
67de7aa2-3ca6-4015-b28d-26c268b544cf,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:46,,,,,,,,,,,,,,,,1,,,,,,,,,
52b72156-0451-4a5b-804b-91dc8ed01a76,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:47,,,,,,,,,,,,,,,,,1,,,,,,,,
d114517e-8045-4f8c-96a3-6f77ac12a1f9,,,1,,,,1,,,,,,,,BebGGIX50,22/10/2025 11:48,,,,,,,,,,,,,,,1,,,,,,,,,,
d6c70e94-c349-4656-9b06-8fabc7d2300a,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:48,,,,,,,,,,,,,,,,,,,1,,,,,,
baba9ecc-1e05-45fc-86fb-504c45715246,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:49,,,,,,,,,,,,,,,,,,,,1,,,,,
75c8f7a4-e8b7-45c9-9dfd-eb7dccf1e247,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:49,,,,,,,,,,,,,,,,,,1,,,,,,,
a649a2f3-a5db-45ab-b1dd-6e940ed7e96e,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:50,,,,,,,,,,,,,,,,,,,,1,,,,,
52506ea6-3801-4d5c-bc2c-0ee99261f234,,,1,,,,1,,,,,,,,BebGGIX50,22/10/2025 11:50,,,,,,,,,,,,,,,,,,,,1,,,,,
a4a191a2-50fb-45cb-9010-e1a83ee6bef5,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:51,,,,,,,,,,,,,,,,,,,1,,,,,,
4844607a-e617-4414-8241-63a59dd84f1f,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:51,,,,,,,,,,,,,,,,,,,,,,1,,,
ed0252f7-c305-4ac9-a7d9-b47c6ed3fa28,,,,1,,,1,,,,,,,,JahJOCF55,22/10/2025 11:52,,,,,,,,,,,,,,,,,,,,,,,1,,
437ac9fb-101d-48fb-ab4f-5838db998541,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:53,,,,,,,,,,,,,,,,,,,1,,,,,,
01c13151-c0e2-4856-b57d-7f248e34029c,,,1,,,,1,,,,,,,,Tud51E253,22/10/2025 11:55,,,,,,,,,,,,,,,,,,,,1,,,,,
27b8e8b2-a1b9-49d6-a399-01054ca34a5e,,,,1,,,1,,,,,,,,KurIXRJ33,22/10/2025 11:59,,,,,,,,,,1,,,,,,,,,,,,,,,
ac2f1828-0195-4007-a878-7009dcfd5101,,,,1,,,1,,,,,,,,KurIXRJ33,22/10/2025 11:59,,,,,,,,,,,,1,,,,,,,,,,,,,
5dc4ae58-e270-4777-8f84-c41fab6c028d,,,,1,,,1,,,,,,,,KurIXRJ33,22/10/2025 11:59,,,,,,,,,,,,,1,,,,,,,,,,,,
3d2b7985-fce7-4d8f-b750-12f1de7b0596,,,,1,,,1,,,,,,,,KurIXRJ33,22/10/2025 11:59,,,,,,,,,,,,,,,1,,,,,,,,,,
